index,customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly
4024,5504-WSIUR,0,Female,0,0,0,70,1,Yes,Fiber_optic,No,Yes,Yes,Yes,No,No,One_year,1,Bank_transfer_(automatic),90.25
4025,5505-OVWQW,0,Female,0,0,0,17,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,20.15
4026,5510-BOIUJ,1,Male,0,0,1,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.25
4027,5512-IDZEI,0,Male,0,1,1,46,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Electronic_check,24.9
4028,5514-YQENT,0,Male,0,0,1,41,1,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Electronic_check,111.15
4029,5515-AKOAJ,1,Female,0,0,0,54,1,Yes,Fiber_optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic_check,100.1
4030,5515-IDEJJ,1,Male,0,1,1,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.9
4031,5515-RUGKN,0,Male,0,0,0,8,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit_card_(automatic),54.75
4032,5519-NPHVG,1,Female,0,0,0,12,1,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,94.2
4033,5519-TEEUH,0,Male,0,0,1,33,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,20.15
4034,5519-YLDGW,1,Female,0,1,0,21,1,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,103.9
4035,5520-FVEWJ,1,Female,0,1,1,12,1,Yes,Fiber_optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic_check,84.5
4036,5522-JBWMO,0,Male,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,44.0
4037,5522-NYKPB,0,Male,0,1,1,25,1,No,Fiber_optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic_check,85.9
4038,5524-KHNJP,0,Male,0,1,1,33,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One_year,0,Credit_card_(automatic),74.75
4039,5527-ACHSO,0,Female,0,0,0,11,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed_check,70.5
4040,5529-GIBVH,0,Female,0,0,0,47,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,20.15
4041,5533-NHFRF,0,Male,1,0,0,7,0,No_phone_service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic_check,44.4
4042,5533-RJFTJ,0,Male,0,0,0,49,0,No_phone_service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank_transfer_(automatic),30.2
4043,5536-RTPWK,1,Male,0,1,0,49,1,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank_transfer_(automatic),99.05
4044,5536-SLHPM,1,Female,0,1,0,55,1,Yes,Fiber_optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic_check,77.75
4045,5537-UXXVS,0,Female,0,1,0,20,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Bank_transfer_(automatic),19.25
4046,5539-HIVAK,0,Female,1,1,0,28,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,25.7
4047,5539-TMZLF,1,Male,1,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,69.75
4048,5542-DHSXL,0,Female,0,1,0,4,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed_check,54.7
4049,5542-NKVRU,0,Female,0,0,0,42,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),20.75
4050,5542-TBBWB,0,Male,0,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,69.9
4051,5543-QDCRY,0,Male,0,0,0,4,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic_check,56.4
4052,5546-BYZSM,0,Female,0,0,0,41,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Electronic_check,20.45
4053,5546-QUERU,0,Male,0,0,0,13,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,19.95
4054,5549-ZGHFB,0,Male,0,1,1,50,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,24.95
4055,5550-VFRLC,1,Female,1,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,69.85
4056,5552-ZNFSJ,1,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,45.3
4057,5553-AOINX,0,Female,1,1,1,66,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Electronic_check,104.9
4058,5555-RNPGT,0,Male,0,0,1,10,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Credit_card_(automatic),24.8
4059,5561-NWEVX,1,Female,1,1,0,2,1,Yes,Fiber_optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic_check,79.2
4060,5562-BETPV,0,Male,0,1,1,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,19.65
4061,5562-YJQGT,0,Female,0,0,0,2,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Credit_card_(automatic),20.35
4062,5564-NEMQO,1,Female,1,0,0,1,1,No,Fiber_optic,No,No,Yes,No,No,No,Month-to-month,1,Bank_transfer_(automatic),75.3
4063,5565-FILXA,1,Female,1,0,0,16,1,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,96.15
4064,5566-SOEZD,0,Male,0,1,1,27,1,No,Fiber_optic,Yes,Yes,No,No,No,No,One_year,1,Credit_card_(automatic),80.65
4065,5567-GZKQY,0,Male,0,0,0,58,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),20.3
4066,5567-WSELE,1,Male,1,1,0,3,1,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,94.6
4067,5568-DMXZS,0,Female,0,0,0,8,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic_check,65.45
4068,5569-IDSEY,0,Male,0,1,0,71,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Bank_transfer_(automatic),105.7
4069,5569-KGJHX,1,Female,0,1,1,9,1,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,1,Bank_transfer_(automatic),85.35
4070,5569-OUICF,1,Female,1,1,0,28,1,Yes,Fiber_optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit_card_(automatic),101.3
4071,5570-PTWEH,1,Female,0,1,0,3,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Credit_card_(automatic),75.15
4073,5572-ZDXHY,1,Female,0,0,0,22,1,No,Fiber_optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed_check,84.3
4074,5574-NXZIU,0,Male,0,0,0,63,1,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,0,Credit_card_(automatic),109.2
4075,5575-GNVDE,0,Male,0,0,0,34,1,No,DSL,Yes,No,Yes,No,No,No,One_year,0,Mailed_check,56.95
4076,5575-TPIZQ,0,Male,0,0,0,46,1,Yes,Fiber_optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit_card_(automatic),89.15
4077,5577-OTWWW,1,Female,0,0,0,15,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Bank_transfer_(automatic),19.75
4078,5578-NKCXI,0,Female,0,1,1,58,1,No,Fiber_optic,Yes,Yes,No,No,Yes,Yes,One_year,0,Credit_card_(automatic),99.25
4079,5583-EJXRD,0,Male,0,1,1,44,0,No_phone_service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two_year,1,Credit_card_(automatic),54.05
4080,5583-SXDAG,1,Male,0,1,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,0,Electronic_check,70.0
4082,5590-BYNII,1,Male,0,0,0,22,1,Yes,Fiber_optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,100.75
4083,5590-YRFJT,1,Female,0,1,0,20,0,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic_check,24.45
4084,5590-ZSKRV,0,Female,0,1,1,8,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed_check,54.65
4085,5593-SUAOO,0,Female,0,1,1,24,1,Yes,Fiber_optic,No,Yes,Yes,No,No,No,One_year,0,Bank_transfer_(automatic),83.15
4086,5597-GLBUC,1,Female,0,0,0,1,1,No,Fiber_optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic_check,85.45
4087,5598-IKHQQ,0,Female,0,0,0,72,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),25.45
4088,5599-HVLTW,0,Female,1,0,0,14,1,Yes,Fiber_optic,No,No,Yes,No,No,No,Month-to-month,1,Bank_transfer_(automatic),80.35
4089,5600-KTXFM,0,Male,0,1,1,2,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,0,Mailed_check,69.95
4090,5600-PDUJF,0,Male,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit_card_(automatic),49.5
4091,5602-BVFMK,0,Female,0,0,0,12,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,19.3
4092,5605-IYGFG,0,Female,0,0,0,7,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Bank_transfer_(automatic),69.85
4093,5605-XNWEN,0,Male,1,1,0,72,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),25.0
4094,5606-AMZBO,0,Female,0,1,0,10,1,Yes,Fiber_optic,Yes,No,No,No,No,No,Month-to-month,1,Credit_card_(automatic),78.15
4095,5609-CEBID,1,Female,1,0,0,20,1,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic_check,94.1
4096,5609-IMCGG,0,Female,0,0,0,15,1,Yes,Fiber_optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit_card_(automatic),84.35
4097,5614-DNZCE,0,Female,0,0,0,58,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two_year,1,Credit_card_(automatic),64.9
4098,5616-PRTNT,1,Male,0,0,1,20,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Electronic_check,19.4
4099,5619-PTMIK,0,Female,0,1,0,46,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic_check,53.1
4100,5619-XZZKR,0,Male,0,0,0,4,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,19.95
4101,5622-UEJFI,0,Female,0,1,1,35,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Credit_card_(automatic),25.4
4102,5624-BQSSA,1,Female,0,0,0,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.95
4103,5624-RYAMH,0,Female,0,0,0,9,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Electronic_check,19.5
4104,5626-MGTUK,0,Female,0,0,0,20,1,Yes,Fiber_optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank_transfer_(automatic),89.1
4105,5627-TVBPP,0,Female,0,0,1,35,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Credit_card_(automatic),20.1
4106,5628-FCGYG,0,Male,0,0,0,21,1,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic_check,84.1
4107,5628-RKIFK,0,Female,1,0,0,49,1,Yes,Fiber_optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit_card_(automatic),101.55
4108,5630-AHZIL,0,Female,0,0,1,3,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank_transfer_(automatic),64.5
4109,5630-IXDXV,0,Female,0,0,0,47,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,106.35
4110,5639-NTUPK,0,Male,0,0,1,13,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit_card_(automatic),52.1
4111,5640-CAXOA,0,Female,0,0,0,30,0,No_phone_service,DSL,No,No,No,Yes,No,Yes,One_year,1,Credit_card_(automatic),40.35
4112,5641-DMBFJ,0,Female,0,1,0,58,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,1,Electronic_check,84.3
4113,5642-MHDQT,0,Female,0,1,1,53,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Bank_transfer_(automatic),19.85
4114,5644-PDMZC,1,Female,1,0,0,2,1,Yes,Fiber_optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic_check,89.5
4115,5647-FXOTP,0,Female,1,1,0,60,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,105.9
4116,5647-URDKA,0,Male,0,1,1,8,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,19.7
4117,5649-ANRML,1,Male,1,0,0,2,1,No,Fiber_optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Credit_card_(automatic),95.1
4118,5649-RXQTV,0,Male,0,0,0,51,1,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,99.0
4119,5649-TJHOV,1,Male,1,1,0,27,0,No_phone_service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank_transfer_(automatic),36.5
4120,5649-VUKMC,1,Female,0,0,0,12,1,No,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,0,Mailed_check,95.5
4121,5650-VDUDS,1,Female,0,0,0,4,0,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed_check,24.25
4122,5650-YLIBA,0,Male,0,0,0,31,1,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic_check,81.15
4123,5651-CPDND,0,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed_check,46.0
4124,5651-CRHKQ,0,Female,0,1,0,41,1,No,Fiber_optic,No,Yes,Yes,Yes,No,No,One_year,1,Bank_transfer_(automatic),86.2
4125,5651-WYIPH,0,Female,1,0,0,18,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit_card_(automatic),49.85
4126,5651-YLPRD,0,Female,0,1,1,32,1,No,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic_check,86.1
4127,5652-MSDEY,0,Female,0,0,0,10,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Mailed_check,75.75
4129,5655-JSMZM,1,Male,1,0,0,49,1,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,96.2
4130,5656-JAMLX,0,Male,0,0,0,62,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Bank_transfer_(automatic),19.85
4131,5656-MJEFC,0,Male,0,1,1,42,0,No_phone_service,DSL,Yes,No,Yes,Yes,Yes,No,Two_year,0,Credit_card_(automatic),48.15
4132,5663-QBGIS,0,Male,1,1,0,72,1,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Two_year,0,Bank_transfer_(automatic),98.35
4133,5666-CYCYZ,0,Female,0,0,0,24,1,Yes,Fiber_optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic_check,89.55
4134,5666-MBJPT,0,Male,0,0,0,65,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),25.1
4135,5668-MEISB,0,Female,0,1,1,72,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,No,Two_year,0,Credit_card_(automatic),106.1
4136,5669-SRAIP,1,Female,0,0,0,5,0,No_phone_service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic_check,39.5
4137,5671-RQRLP,0,Female,1,1,0,70,1,Yes,Fiber_optic,No,No,No,No,No,No,Two_year,1,Credit_card_(automatic),75.65
4138,5671-UUNXD,0,Female,1,1,0,50,1,Yes,Fiber_optic,No,No,No,Yes,Yes,Yes,One_year,1,Electronic_check,100.65
4139,5673-FSSMF,1,Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic_check,60.15
4140,5673-TIYIB,1,Male,0,0,0,2,0,No_phone_service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit_card_(automatic),40.4
4141,5676-CFLYY,0,Male,0,1,1,71,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),73.35
4142,5678-VFNEQ,0,Female,0,1,0,71,1,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,One_year,1,Credit_card_(automatic),104.1
4143,5680-LQOGP,0,Female,0,0,0,68,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),82.45
4144,5681-LLOEI,0,Male,0,1,1,43,1,Yes,Fiber_optic,Yes,No,Yes,Yes,No,No,One_year,1,Credit_card_(automatic),91.25
4145,5684-FJVYR,0,Female,0,1,1,72,1,Yes,Fiber_optic,Yes,Yes,No,Yes,No,No,Two_year,1,Bank_transfer_(automatic),90.35
4146,5685-IIXLY,1,Female,0,1,1,5,1,No,Fiber_optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic_check,83.6
4147,5686-CMAWK,0,Male,0,0,0,17,1,Yes,Fiber_optic,No,No,Yes,Yes,No,No,One_year,0,Electronic_check,86.75
4148,5687-DKDTV,1,Female,0,0,0,4,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.35
4149,5688-KZTSN,1,Male,0,1,1,15,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Electronic_check,20.0
4150,5692-FPTAH,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed_check,45.4
4151,5692-ICXLW,0,Male,1,0,0,31,1,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic_check,90.7
4152,5693-PIPCS,0,Male,0,0,0,41,1,No,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),99.65
4153,5696-CEIQJ,0,Male,0,1,1,67,1,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,0,Bank_transfer_(automatic),103.15
4154,5696-EXCYS,0,Male,0,0,0,17,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),19.45
4155,5696-JVVQY,0,Female,0,1,1,48,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two_year,1,Credit_card_(automatic),70.1
4156,5696-QURRL,1,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed_check,45.05
4157,5697-GOMBF,0,Female,1,1,1,28,0,No_phone_service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic_check,35.9
4158,5698-BQJOH,1,Female,0,0,0,9,1,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic_check,94.4
4159,5699-BNCAS,0,Male,1,0,0,71,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Mailed_check,24.65
4160,5701-GUXDC,0,Female,0,1,0,26,0,No_phone_service,DSL,Yes,No,Yes,No,No,No,One_year,0,Credit_card_(automatic),35.4
4161,5701-SVCWR,0,Female,0,0,1,1,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,24.0
4162,5701-YVSVF,0,Female,1,1,0,11,1,No,Fiber_optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic_check,82.9
4163,5701-ZIKJE,0,Male,0,0,0,13,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed_check,50.55
4164,5702-KVQRD,0,Male,0,1,0,71,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,1,Electronic_check,82.55
4165,5702-SKUOB,0,Female,0,1,0,4,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.6
4166,5707-ORNDZ,1,Male,1,0,0,9,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic_check,54.55
4167,5707-ZMDJP,0,Male,0,1,1,53,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two_year,1,Mailed_check,69.7
4168,5708-EVONK,1,Female,0,1,1,58,1,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank_transfer_(automatic),93.4
4169,5709-LVOEQ,0,Female,0,1,1,0,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two_year,0,Mailed_check,80.85
4170,5712-AHQNN,0,Female,0,0,0,43,1,No,Fiber_optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic_check,91.65
4171,5712-PTIWW,1,Male,0,0,0,2,1,No,Fiber_optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic_check,79.85
4172,5712-VBOXD,0,Female,0,0,0,4,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Credit_card_(automatic),20.15
4173,5716-EZXZN,0,Female,0,1,1,65,1,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,No,Two_year,1,Credit_card_(automatic),99.05
4174,5716-LIBJC,0,Female,0,0,1,13,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Credit_card_(automatic),104.15
4175,5724-BIDBU,0,Male,0,1,0,49,1,Yes,DSL,Yes,No,No,No,No,No,One_year,1,Electronic_check,55.35
4176,5726-CVNYA,0,Female,0,1,1,8,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Mailed_check,19.85
4177,5727-MYATE,0,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),90.8
4178,5729-KLZAR,1,Female,0,1,1,4,1,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic_check,80.85
4179,5730-DBDSI,0,Male,0,0,0,66,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Bank_transfer_(automatic),19.7
4180,5730-RIITO,0,Female,1,0,0,43,0,No_phone_service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit_card_(automatic),33.45
4181,5732-IKGQH,0,Male,1,1,0,52,1,No,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,One_year,1,Bank_transfer_(automatic),104.45
4182,5734-EJKXG,0,Female,0,0,0,61,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,1,Electronic_check,118.6
4183,5736-YEJAX,0,Male,0,0,1,69,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two_year,1,Credit_card_(automatic),79.45
4184,5740-YHGTW,0,Male,0,1,1,70,1,Yes,Fiber_optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit_card_(automatic),97.55
4185,5743-KHMNA,0,Male,0,0,0,71,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Bank_transfer_(automatic),25.55
4186,5747-PMBSQ,1,Male,1,1,0,10,1,No,Fiber_optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed_check,92.5
4187,5748-RNCJT,1,Male,0,0,0,69,1,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),106.5
4188,5751-USDBL,0,Male,0,1,1,46,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,0,Mailed_check,81.0
4189,5753-QQWPW,0,Female,0,0,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,One_year,1,Electronic_check,59.9
4190,5756-JYOJT,0,Female,0,0,0,11,1,No,DSL,No,No,Yes,Yes,No,Yes,One_year,0,Credit_card_(automatic),64.9
4191,5756-OZRIO,0,Male,1,1,0,61,1,Yes,DSL,No,Yes,No,No,No,Yes,One_year,0,Bank_transfer_(automatic),64.05
4192,5759-RCVCB,1,Female,0,0,0,3,0,No_phone_service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit_card_(automatic),35.2
4193,5760-FXFVO,0,Male,0,0,0,6,1,No,Fiber_optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic_check,78.95
4194,5760-IFJOZ,0,Male,0,0,0,3,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed_check,107.95
4195,5760-WRAHC,0,Female,1,0,0,22,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed_check,69.75
4197,5762-TJXGK,0,Female,0,0,0,52,0,No_phone_service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two_year,1,Bank_transfer_(automatic),58.75
4198,5766-FTRTS,0,Male,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,0,Mailed_check,84.45
4200,5766-XQXMQ,1,Female,0,0,0,29,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank_transfer_(automatic),68.85
4201,5766-ZJYBB,1,Male,0,0,0,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.4
4202,5774-QPLTF,0,Male,0,1,1,50,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,20.35
